team_id,team_name,combo_type,position_group,member_ids,member_names,member_count,co_starts,co_points_mean,co_goal_diff_mean,member_baseline_points_mean,member_baseline_goal_diff_mean,points_delta_vs_member_baseline,goal_diff_delta_vs_member_baseline,eligible,association_direction,anti_synergy_candidate,sample_reason,causal_claim,temporal_authority,research_only,creates_signal,probability_mutation,eligibility_mutation,stake_changes
1393,Union St. Gilloise,LINE,M,15917|203456|271875|4408,M. Rasmussen|O. Niang|L. Patris|A. Zorgane,4,1,3.0,2.0,2.782,1.769,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,15917|203456|338735|4408,M. Rasmussen|O. Niang|A. Khalaili|A. Zorgane,4,4,3.0,1.5,2.669,1.701,0.331,-0.201,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,203456|338735|340574|4408,O. Niang|A. Khalaili|K. Van De Perre|A. Zorgane,4,2,1.5,1.0,2.356,1.551,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,203456|338735|340574|8939,O. Niang|A. Khalaili|K. Van De Perre|R. Schoofs,4,1,3.0,2.0,2.47,1.619,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,203456|338735|4408|8680,O. Niang|A. Khalaili|A. Zorgane|C. Vanhoutte,4,3,3.0,3.0,2.469,1.751,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,203456|340574|8641|8680,O. Niang|K. Van De Perre|A. Castro-Montes|C. Vanhoutte,4,1,1.0,0.0,1.883,1.137,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,LINE,M,338735|4408|8641|8680,A. Khalaili|A. Zorgane|A. Castro-Montes|C. Vanhoutte,4,1,1.0,0.0,2.073,1.314,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,D,157987|303679|342310|418320|8719,T. Somers|Z. Van Den Bosch|R. Bozhinov|A. Verstraeten|D. Foulon,5,1,1.0,0.0,0.862,-0.364,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,D,303679|3335|404352,Z. Van Den Bosch|K. Kouyate|Y. Tsunashima,3,2,0.0,-1.0,0.582,-0.562,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,D,303679|342310|404352,Z. Van Den Bosch|R. Bozhinov|Y. Tsunashima,3,7,1.286,0.0,0.949,-0.295,0.337,0.295,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,D,303679|342310|418320,Z. Van Den Bosch|R. Bozhinov|A. Verstraeten,3,2,0.5,-1.0,0.849,-0.395,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,D,303679|404352|418320,Z. Van Den Bosch|Y. Tsunashima|A. Verstraeten,3,1,0.0,-1.0,0.782,-0.428,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,157987|161989|183,T. Somers|C. Scott|V. Janssen,3,1,1.0,0.0,0.731,-0.423,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,157987|183|485673,T. Somers|V. Janssen|F. Adekami,3,2,0.0,-1.5,0.697,-0.523,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|267728|37188,V. Janssen|M. Balikwisha|G. Kerk,3,1,1.0,0.0,1.199,0.122,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|37188,V. Janssen|G. Kerk,2,3,1.333,0.333,1.048,-0.067,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|381176,V. Janssen|M. Al Sahafi,2,3,1.333,-0.333,0.823,-0.592,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|381176|449059,V. Janssen|M. Al Sahafi|Y. Hamdaoui,3,1,0.0,-1.0,0.549,-0.728,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|449059|485673,V. Janssen|Y. Hamdaoui|F. Adekami,3,1,0.0,-1.0,0.415,-0.728,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,F,183|485673,V. Janssen|F. Adekami,2,1,1.0,0.0,0.623,-0.592,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|267728|2925|384473|8719,T. Somers|M. Balikwisha|D. Praet|M. Doumbia|D. Foulon,5,2,2.0,1.0,1.238,0.064,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|2925|313078|386284|8719,T. Somers|D. Praet|I. Babadi|M. Diawara|D. Foulon,5,2,0.5,-0.5,0.738,-0.47,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|2925|37280|384473|8719,T. Somers|D. Praet|G. Bijl|M. Doumbia|D. Foulon,5,1,3.0,1.0,1.238,-0.136,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|2925|384473|8719,T. Somers|D. Praet|M. Doumbia|D. Foulon,4,1,1.0,0.0,1.173,-0.046,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|313078|385662|386284|8719,T. Somers|I. Babadi|M. Benitez|M. Diawara|D. Foulon,5,1,0.0,-2.0,0.486,-0.76,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,157987|385662|386284|8719,T. Somers|M. Benitez|M. Diawara|D. Foulon,4,2,0.0,-1.0,0.524,-0.7,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,161989|385662|386284|8719,C. Scott|M. Benitez|M. Diawara|D. Foulon,4,1,0.0,-1.0,0.438,-0.729,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,267728|2925|384473,M. Balikwisha|D. Praet|M. Doumbia,3,1,1.0,0.0,1.476,0.317,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,37280|381176|384473|385662,G. Bijl|M. Al Sahafi|M. Doumbia|M. Benitez,4,1,0.0,-2.0,0.992,-0.575,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
740,Antwerp,LINE,M,385662|418320|485673|8719,M. Benitez|A. Verstraeten|F. Adekami|D. Foulon,4,1,1.0,0.0,0.521,-0.704,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,131664|134694|287793|327738|338230,M. Sambu|K. Cools|L. Marijnissen|L. De Fougerolles|F. Ferraro,5,1,0.0,-2.0,0.367,-1.069,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,131664|287793|327738|338230|408221,M. Sambu|L. Marijnissen|L. De Fougerolles|F. Ferraro|B. Fredrick,5,2,1.0,0.0,0.39,-0.992,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,131664|287793|338230|408221|87037,M. Sambu|L. Marijnissen|F. Ferraro|B. Fredrick|B. Goncalves,5,1,0.0,-1.0,0.323,-0.959,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,134694|287793|327738,K. Cools|L. Marijnissen|L. De Fougerolles,3,1,0.0,-1.0,0.325,-1.175,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,134694|287793|327738|338230|408221,K. Cools|L. Marijnissen|L. De Fougerolles|F. Ferraro|B. Fredrick,5,3,0.333,-1.0,0.347,-1.099,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,134694|287793|327738|338230|98855,K. Cools|L. Marijnissen|L. De Fougerolles|F. Ferraro|D. Hrncar,5,1,0.0,-3.0,0.333,-1.186,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,134694|287793|37671,K. Cools|L. Marijnissen|J. Pupe,3,1,1.0,0.0,0.381,-1.119,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,287793|327738|338230|37671|408221,L. Marijnissen|L. De Fougerolles|F. Ferraro|J. Pupe|B. Fredrick,5,1,0.0,-2.0,0.39,-1.042,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,287793|327738|37671,L. Marijnissen|L. De Fougerolles|J. Pupe,3,2,0.5,-1.0,0.397,-1.079,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,D,287793|327738|87037,L. Marijnissen|L. De Fougerolles|B. Goncalves,3,1,0.0,-1.0,0.23,-1.079,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,130838|267723,J. A. Kadiri|B. Nsimba,2,1,0.0,-3.0,0.15,-2.05,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,137073|267723,D. Toshevski|B. Nsimba,2,3,0.667,-0.333,0.483,-0.717,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,20733|66175,A. Scheidler|R. Kvet,2,3,0.333,-1.333,0.429,-1.036,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,20733|66175|8569,A. Scheidler|R. Kvet|N. Rodes,3,1,1.0,0.0,0.369,-1.107,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,267723|315025,B. Nsimba|M. Berte,2,3,0.333,-1.0,0.317,-1.05,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,267723|37839,B. Nsimba|R. Oratmangoen,2,1,0.0,-1.0,0.15,-1.05,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,F,267723|66175,B. Nsimba|R. Kvet,2,2,0.0,-1.5,0.329,-1.086,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,193719|298006|338230|408221,M. Viltard|N. Mbamba|F. Ferraro|B. Fredrick,4,1,1.0,0.0,0.383,-1.011,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,193719|298006|338230|408221|8569,M. Viltard|N. Mbamba|F. Ferraro|B. Fredrick|N. Rodes,5,1,0.0,-2.0,0.356,-1.059,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,193719|298006|338230|8569|98855,M. Viltard|N. Mbamba|F. Ferraro|N. Rodes|D. Hrncar,5,2,0.5,-0.5,0.343,-1.145,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,193719|298006|66175,M. Viltard|N. Mbamba|R. Kvet,3,6,0.5,-0.833,0.377,-1.048,0.123,0.214,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,193719|298006|8569,M. Viltard|N. Mbamba|N. Rodes,3,2,0.0,-2.0,0.341,-1.107,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,298006|338230|408221|66175|8569,N. Mbamba|F. Ferraro|B. Fredrick|R. Kvet|N. Rodes,5,1,0.0,-1.0,0.344,-1.073,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
6215,Dender,LINE,M,298006|66175|8569,N. Mbamba|R. Kvet|N. Rodes,3,1,0.0,-2.0,0.321,-1.131,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|163019|294722|355012,G. Magnee|E. Utkus|Nazinho|C. Ravych,4,3,1.667,1.0,0.995,-0.031,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|163019|294722|467599,G. Magnee|E. Utkus|Nazinho|E. Kakou,4,1,0.0,-1.0,0.995,-0.01,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|163019|352500|355012,G. Magnee|E. Utkus|L. Agyekum|C. Ravych,4,2,0.5,-1.0,0.995,-0.056,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|163019|355012|467599,G. Magnee|E. Utkus|C. Ravych|E. Kakou,4,2,1.0,0.0,0.995,-0.031,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|294722|355012,G. Magnee|Nazinho|C. Ravych,3,1,0.0,-1.0,1.03,0.033,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|294722|355012|467599,G. Magnee|Nazinho|C. Ravych|E. Kakou,4,1,3.0,3.0,1.023,0.025,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,127416|355012|415077|467599,G. Magnee|C. Ravych|Erick Nunes|E. Kakou,4,1,1.0,0.0,1.023,0.025,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,163019|294722|327691|355012,E. Utkus|Nazinho|I. Diakite|C. Ravych,4,1,0.0,-2.0,0.722,-0.576,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,D,294722|327691|355012|467599,Nazinho|I. Diakite|C. Ravych|E. Kakou,4,1,0.0,-2.0,0.75,-0.521,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,F,280695|334429,A. Minda|O. Diakite,2,1,1.0,0.0,0.833,-0.25,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,F,280695|343317,A. Minda|S. Ngoura,2,7,1.143,0.143,0.958,-0.083,0.185,0.226,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,F,334429|343317,O. Diakite|S. Ngoura,2,5,0.6,-0.6,0.792,-0.333,-0.192,-0.267,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,M,1423|280695|374361|8539,P. Gerkens|A. Minda|E. Diop|H. van der Bruggen,4,1,0.0,-1.0,0.962,-0.077,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,M,1423|352500|374361|8539,P. Gerkens|L. Agyekum|E. Diop|H. van der Bruggen,4,6,1.333,0.5,0.962,-0.102,0.372,0.602,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,M,1423|352500|409214|8539,P. Gerkens|L. Agyekum|I. Diaby|H. van der Bruggen,4,2,0.5,-1.0,0.837,-0.352,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
741,Cercle Brugge,LINE,M,1423|363479|374361|8539,P. Gerkens|O. Adewumi|E. Diop|H. van der Bruggen,4,4,0.75,-0.5,0.899,-0.202,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,D,162562|303362|326183,J. Marsa|R. Belghali|R. Halhal,3,3,2.333,0.667,1.846,0.348,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,D,162562|326183|90956,J. Marsa|R. Halhal|M. Konate,3,2,2.0,1.0,1.568,0.209,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,D,162562|326183|92974,J. Marsa|R. Halhal|T. St. Jago,3,1,1.0,0.0,1.402,0.125,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,D,326183|327692|388568,R. Halhal|T. Koudou|G. Diouf,3,1,0.0,-2.0,1.327,-0.044,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,D,326183|388568|90956,R. Halhal|G. Diouf|M. Konate,3,6,1.333,0.0,1.394,0.039,-0.06,-0.039,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,F,19532|25467|26438,K. Mrabti|B. Raman|L. Lauberbach,3,1,1.0,0.0,1.653,0.306,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,F,19532|25467|403253,K. Mrabti|B. Raman|B. Bafdili,3,1,3.0,1.0,1.736,0.352,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
266,KV Mechelen,LINE,F,19532|26438,K. Mrabti|L. Lauberbach,2,1,3.0,1.0,1.646,0.292,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
