team_id,team_name,season,player_id,player_name,firstname,lastname,birth_date,birth_place,birth_country,nationality,height,weight,injured,photo_url,captured_at_utc,source
1004,Kasımpaşa,2026,438682,Elson Mendes,Elson,Mendes Da Silva,2005-09-18,,France,France,,,false,https://media.api-sports.io/football/players/438682.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,441998,Sinan Alkaş,Sinan,Alkaş,2006-11-07,İstanbul,Turkey,Turkey,175 cm,70 kg,false,https://media.api-sports.io/football/players/441998.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,461,A. Kol,Ali Yavuz,Kol,2001-01-29,Antalya,Türkiye,Türkiye,175,70,false,https://media.api-sports.io/football/players/461.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,49469,M. Ben Ouanes,Ahmed Mortadha,Ben Ouanes,1994-07-02,Sousse,Tunisia,Tunisia,182,78,false,https://media.api-sports.io/football/players/49469.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,50067,H. Hajradinović,Haris,Hajradinović,1994-02-18,Prilep,North Macedonia,Bosnia and Herzegovina,178,72,false,https://media.api-sports.io/football/players/50067.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,50101,F. Diabaté,Fousseni,Diabaté,1995-10-18,Aubervilliers,France,Mali,178,70,false,https://media.api-sports.io/football/players/50101.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,625224,M. Deniz,,,,,,,,,false,https://media.api-sports.io/football/players/625224.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,627786,A. T. Dagbasi,,,,,,,,,false,https://media.api-sports.io/football/players/627786.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,628500,M. Bektas,,,,,,,,,false,https://media.api-sports.io/football/players/628500.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,63222,A. Yanar,Ali Emre,Yanar,1998-05-15,İzmir,Türkiye,Türkiye,190,87,false,https://media.api-sports.io/football/players/63222.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,651233,E. Boz,,,,,,,,,false,https://media.api-sports.io/football/players/651233.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,677458,Salih Arici,,,,,,,,,false,https://media.api-sports.io/football/players/677458.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,717,K. Demirbay,Kerem,Demirbay,1993-07-03,Herten,Germany,Germany,183,73,false,https://media.api-sports.io/football/players/717.png,2026-09-18T18:22:04Z,api-football:/players?team&season
1004,Kasımpaşa,2026,89723,A. Baldursson,Andri Fannar,Baldursson,2002-01-10,Kópavogur,Iceland,Iceland,187,77,false,https://media.api-sports.io/football/players/89723.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,128287,J. Chotard,Joris,Chotard,2001-09-24,Orange,France,France,179,70,false,https://media.api-sports.io/football/players/128287.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,158587,R. Cagnon,Romain,Cagnon,1997-05-12,Angers,France,France,190,87,false,https://media.api-sports.io/football/players/158587.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,198389,M. Patouillet,Mathieu Frank,Patouillet,2004-02-20,,France,France,188,75,false,https://media.api-sports.io/football/players/198389.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,20558,H. Magnetti,Hugo,Magnetti,1998-05-30,Marseille,France,France,180,75,false,https://media.api-sports.io/football/players/20558.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,2214,R. Del Castillo,Romain,Del Castillo,1996-03-29,Lyon,France,France,172,60,false,https://media.api-sports.io/football/players/2214.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,22247,K. Lala,Kenny,Lala,1991-10-03,Villepinte,France,France,178,78,false,https://media.api-sports.io/football/players/22247.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,22264,L. Ajorque,Ludovic,Ajorque,1994-02-25,Saint-Denis,Réunion,France,197,92,false,https://media.api-sports.io/football/players/22264.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,274267,B. Locko,Bradley,Locko Banzouzi,2002-05-06,Ivry-sur-Seine,France,France,180,74,false,https://media.api-sports.io/football/players/274267.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,302915,M. Diambou,Mamady,Diambou,2002-11-11,Bamako,Mali,Mali,176,69,false,https://media.api-sports.io/football/players/302915.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,326068,K. Doumbia,Kamory,Doumbia,2003-02-18,Bamako,Mali,Mali,170,53,false,https://media.api-sports.io/football/players/326068.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,327697,G. Versini,Giovani,Versini,2004-03-18,,France,France,,,false,https://media.api-sports.io/football/players/327697.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,329209,A. Camblan,Axel,Camblan,2003-06-18,Brest,France,France,168,60,false,https://media.api-sports.io/football/players/329209.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,340078,J. Nonge Boende,Joseph,Nonge Boende Ruíz,2005-05-15,,Belgium,Belgium,184,70,false,https://media.api-sports.io/football/players/340078.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,369556,J. Bourgault,Justin,Bourgault,2005-09-14,Saint-Brieuc,France,France,185,80,false,https://media.api-sports.io/football/players/369556.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,375990,P. Mboup,Pathé,Mboup,2003-10-19,,Senegal,Senegal,175,,false,https://media.api-sports.io/football/players/375990.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,39082,E. Selvik,Egil,Selvik,1997-07-30,,Norway,Norway,187,75,false,https://media.api-sports.io/football/players/39082.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,41323,Mama Baldé,Mama Samba,Baldé,1995-11-06,Bissau,Guinea-Bissau,Guinea-Bissau,176,69,false,https://media.api-sports.io/football/players/41323.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,422595,L. Zogbe,Tolikpaley Luck Evrad,Zogbé,2005-03-24,Vieil Ousrou,Côte d'Ivoire,Côte d'Ivoire,178,70,false,https://media.api-sports.io/football/players/422595.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,430816,N. Edjouma,Noah,Edjouma,2005-10-04,Clamart,France,France,181,73,false,https://media.api-sports.io/football/players/430816.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,449153,H. Makalou,Hamidou,Makalou,2006-07-15,Bamako,Mali,Mali,164,58,false,https://media.api-sports.io/football/players/449153.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,489911,D. N´Guessan,Djylian,N´Guessan,2008-08-30,Saint-Nazaire,France,France,180,75,false,https://media.api-sports.io/football/players/489911.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,498791,R. Le Guen,Raphaël Marc,Le Guen,2006-09-01,,France,France,196,83,false,https://media.api-sports.io/football/players/498791.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,531403,D. N'Guessan,,,,,,,,,false,https://media.api-sports.io/football/players/531403.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,554352,Ibrahim Yayiya Kante,,,,,,,,,false,https://media.api-sports.io/football/players/554352.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,629781,L. C. Laine M.,,,,,,,,,false,https://media.api-sports.io/football/players/629781.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,64255,G. Lloris,Gautier,Lloris,1995-07-18,Nice,France,France,191,87,false,https://media.api-sports.io/football/players/64255.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,664,L. Tousart,Lucas Simon Pierre,Tousart,1997-04-29,Arras,France,France,185,83,false,https://media.api-sports.io/football/players/664.png,2026-09-18T18:22:04Z,api-football:/players?team&season
106,Stade Brestois 29,2026,675531,E. Mailly,,,,,,,,,false,https://media.api-sports.io/football/players/675531.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,134264,M. Diop,Mamadou,Diop,2000-01-03,Guediawaye,Senegal,Senegal,204,95,false,https://media.api-sports.io/football/players/134264.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,137302,C. Archer,Cameron Desmond,Archer,2001-12-09,Walsall,England,England,181,72,false,https://media.api-sports.io/football/players/137302.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,152418,N. Ahamada,Naouirou Mohamed,Ahamada,2002-03-29,Marseille,France,France,183,73,false,https://media.api-sports.io/football/players/152418.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,162466,S. Diomandé,Sinaly,Diomandé,2001-04-09,Yopougon,Côte d'Ivoire,Côte d'Ivoire,184,74,false,https://media.api-sports.io/football/players/162466.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,174915,J. Casimir,Josué,Casimir,2001-09-24,Baie-Mahault,Guadeloupe,Guadeloupe,178,68,false,https://media.api-sports.io/football/players/174915.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,191189,C. Akpa,Clément,Akpa,2001-11-24,Meudon,France,France,181,68,false,https://media.api-sports.io/football/players/191189.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,19182,A. Tuanzebe,Axel,Tuanzebe,1997-11-14,Bunia,Congo DR,England,186,75,false,https://media.api-sports.io/football/players/19182.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,193953,L. Sy,Lamine,Sy,2002-08-10,Les Mureaux,France,France,171,65,false,https://media.api-sports.io/football/players/193953.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,19625,D. Namaso,Daniel Namaso,Edi-Mesumbe Loader,2000-08-28,Reading,England,England,182,77,false,https://media.api-sports.io/football/players/19625.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,215827,F. Oppegård,Fredrik,Oppegård,2002-08-07,Oslo,Norway,Norway,175,67,false,https://media.api-sports.io/football/players/215827.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,278232,P. Ekwah,Pierre-Emmanuel,Ekwah Elimby,2002-01-15,Massy,France,France,189,80,false,https://media.api-sports.io/football/players/278232.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,322595,L. Coulibaly,Lasso,Coulibaly,2002-10-19,Bouaké,Ghana,Ghana,186,70,false,https://media.api-sports.io/football/players/322595.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,323625,K. Danois,Kévin,Danois,2004-06-28,Basse-Terre,France,France,183,72,false,https://media.api-sports.io/football/players/323625.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,326073,R. Labeau Lascary,Rémy,Labeau Lascary,2003-03-03,Les Abymes,France,France,184,72,false,https://media.api-sports.io/football/players/326073.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,371950,A. Piedfort,Arthur,Piedfort,2005-02-01,Herenthals,Belgium,Belgium,186,70,false,https://media.api-sports.io/football/players/371950.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,402542,T. Siwe,Telli,Siwe,2004-12-14,Saint-Maurice,France,France,,,false,https://media.api-sports.io/football/players/402542.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,412926,C. Makosso,Christ Melik,Makosso,2004-05-09,Brazzaville,Congo,Congo,192,85,false,https://media.api-sports.io/football/players/412926.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,435514,R. Mandengue,Rayan Edwards,Kwedi Mandengue,2006-01-06,Douala,Cameroon,Cameroon,,,false,https://media.api-sports.io/football/players/435514.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,468459,T. Devernois,Tidiane,Devernois,2007-10-18,Évry-Courcouronnes,France,France,,,false,https://media.api-sports.io/football/players/468459.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,490095,Aristide Zossou,Aristide,Zossou,2005-06-14,Abobo,Côte d'Ivoire,Côte d'Ivoire,178,70,false,https://media.api-sports.io/football/players/490095.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,496787,E. Legros,Elikya,Legros,2008-06-06,Rouen,France,France,,,false,https://media.api-sports.io/football/players/496787.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,51293,T. Bair,Thelonius,Bair,1999-08-27,Ottawa,Canada,Canada,194,101,false,https://media.api-sports.io/football/players/51293.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,629378,L. Dioubate,,,,,,,,,false,https://media.api-sports.io/football/players/629378.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,669875,Salimou Danfakha,Salimou,Danfakha,2008-09-21,,France,France,,,false,https://media.api-sports.io/football/players/669875.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,84082,R. Faivre,Romain,Faivre,1998-07-14,Asnières-sur-Seine,France,France,180,75,false,https://media.api-sports.io/football/players/84082.png,2026-09-18T18:22:04Z,api-football:/players?team&season
108,Auxerre,2026,8657,P. Nardi,Paul,Nardi,1994-05-18,Vesoul,France,France,187,77,false,https://media.api-sports.io/football/players/8657.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,158516,K. Diawara,Kandet,Diawara,2000-02-10,Lille,France,France,180,75,false,https://media.api-sports.io/football/players/158516.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,174766,L. Maronnier,Lucas,Maronnier,2000-03-09,,France,France,172,64,false,https://media.api-sports.io/football/players/174766.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,174806,A. Mille,Antoine,Mille,1997-08-14,,France,France,181,71,false,https://media.api-sports.io/football/players/174806.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,1913,A. Phliponeau,Alexandre,Phliponeau,2000-01-26,Marseille,France,France,180,65,false,https://media.api-sports.io/football/players/1913.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,20715,A. Monfray,Adrien-Mehdi,Monfray,1990-12-20,Nice,France,France,185,76,false,https://media.api-sports.io/football/players/20715.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,20873,H. Konaté,Yored Hillel,Konaté,1994-12-28,Poitiers,France,Burkina Faso,182,77,false,https://media.api-sports.io/football/players/20873.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,21386,I. Gomis,Iron,Gomis,1999-11-08,Marseillle,France,France,182,66,false,https://media.api-sports.io/football/players/21386.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,21451,R. Ripart,Renaud,Ripart,1993-03-14,Nîmes,France,France,181 cm,73 kg,false,https://media.api-sports.io/football/players/21451.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,2217,T. Nkada,Timothé,Nkada,1999-07-20,Lille,France,France,177,68,false,https://media.api-sports.io/football/players/2217.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,275478,M. Ifnaoui,Merwan,Ifnaoui,1998-10-22,,France,France,178,63,false,https://media.api-sports.io/football/players/275478.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,322865,D. Karim,Dermane,Karim,2003-12-26,,Togo,Togo,,,false,https://media.api-sports.io/football/players/322865.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,335162,M. Diop,Mouhamed,Diop,2000-09-30,Thiaroye,Senegal,Senegal,182,,false,https://media.api-sports.io/football/players/335162.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,338201,H. Picard,Hugo,Picard,2003-05-09,Torfou,France,France,168,68,false,https://media.api-sports.io/football/players/338201.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,353883,P. Beach,Patrick,Beach,2003-08-06,,Australia,Australia,183,75,false,https://media.api-sports.io/football/players/353883.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,365742,M. Diaz,Michel Junior,Diaz,2003-07-23,Saint-Herblain,France,Côte d'Ivoire,193,87,false,https://media.api-sports.io/football/players/365742.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,395810,Y. Titi,Yvann,Titi,2006-05-05,Strasbourg,France,France,188,76,false,https://media.api-sports.io/football/players/395810.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,442933,A. Ouzenadji,Anis,Ouzenadji,2006-11-04,,France,France,,,false,https://media.api-sports.io/football/players/442933.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,570210,C. Batola,,,,,,,,,false,https://media.api-sports.io/football/players/570210.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,613201,Noah Donkor,,,,,,,,,false,https://media.api-sports.io/football/players/613201.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,670620,Y. Kone,,,,,,,,,false,https://media.api-sports.io/football/players/670620.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,673793,I. Soukouna,,,,,,,,,false,https://media.api-sports.io/football/players/673793.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,679439,Enisio Carneiro,,,,,,,,,false,https://media.api-sports.io/football/players/679439.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,85772,J. Le Douaron,Jérémy,Le Douaron,1998-04-21,Ploufragan,France,France,189,78,false,https://media.api-sports.io/football/players/85772.png,2026-09-18T18:22:04Z,api-football:/players?team&season
110,Estac Troyes,2026,859,P. Gozzi,Paolo,Gozzi Iweru,2001-04-25,Torino,Italy,Italy,180,,false,https://media.api-sports.io/football/players/859.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,119853,M. Diaw,Mory,Diaw,1993-06-22,Poissy,France,Senegal,197,95,false,https://media.api-sports.io/football/players/119853.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,1279,J. Maja,Joshua,Erowoli Orisunmihare Oluwaseun,1998-12-27,London,England,Nigeria,181,78,false,https://media.api-sports.io/football/players/1279.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,128342,R. Ndiaye,Rassoul,Ndiaye,2001-12-11,Besançon,France,Senegal,179,70,false,https://media.api-sports.io/football/players/128342.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,162067,T. Pembélé,Timothée Joseph,Pembélé,2002-09-09,Beaumont-sur-Oise,France,France,183,80,false,https://media.api-sports.io/football/players/162067.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,174625,F. Doucouré,Fodé,Doucouré,2001-02-03,Bamako,Mali,Mali,172,62,false,https://media.api-sports.io/football/players/174625.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,1945,M. Samatta,Mbwana Ally,Samatta,1992-12-23,Dar es Salaam,Tanzania,Tanzania,183,77,false,https://media.api-sports.io/football/players/1945.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,20706,G. Gallon,Gauthier,Gallon,1993-04-23,Nice,France,France,186,79,false,https://media.api-sports.io/football/players/20706.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,23637,Y. Zouaoui,Yanis,Zouaoui,1998-04-28,Marseille,France,France,183,75,false,https://media.api-sports.io/football/players/23637.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,24012,L. Mpasi,Lionel,Mpasi-Nzau,1994-08-01,Meaux,France,Congo DR,182,78,false,https://media.api-sports.io/football/players/24012.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,273142,K. Mizuta,Kaito,Mizuta,2000-04-08,Tokyo,Japan,Japan,182,71,false,https://media.api-sports.io/football/players/273142.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,282549,J. Mwanga,Junior,Mwanga,2003-05-11,Lyon,France,France,184,80,false,https://media.api-sports.io/football/players/282549.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,314231,A. Richardson,Michael Amir Junior,Richardson,2002-01-24,Nice,France,Morocco,197,79,false,https://media.api-sports.io/football/players/314231.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,33165,A. Seko,Ayumu,Seko,2000-06-07,Osaka,Japan,Japan,185,78,false,https://media.api-sports.io/football/players/33165.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,341234,E. Jelert,Elias,Jelert Kristensen,2003-06-12,,Denmark,Denmark,170,62,false,https://media.api-sports.io/football/players/341234.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,364093,S. Ebonog,Simon,Ebonog,2004-08-16,Yaoundé,Cameroon,France,,,false,https://media.api-sports.io/football/players/364093.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,395765,I. Bouneb,Ismail,Bouneb,2006-06-07,Lille,France,France,182,76,false,https://media.api-sports.io/football/players/395765.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,41238,V. Sasso,Vincent Julien,Sasso,1991-02-16,Saint-Cloud,France,France,190,85,false,https://media.api-sports.io/football/players/41238.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,437349,E. Koffi Vinette,Enzo,Koffi Vinette,2006-03-04,Lisieux,France,France,,,false,https://media.api-sports.io/football/players/437349.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,443579,R. Fofana,Rayan,Fofana,2006-02-12,,France,France,182,74,false,https://media.api-sports.io/football/players/443579.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,451961,G. Zohouri,Guy Noël Prince,Zohouri,2007-02-01,Saint-Maurice,France,France,185,75,false,https://media.api-sports.io/football/players/451961.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,460805,D. Mosengo,Daren Nbenbege,Mosengo,2006-08-11,,France,France,188,72,false,https://media.api-sports.io/football/players/460805.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,508070,S. Nakamura,Sota,Nakamura,2002-10-15,Takasaki,Japan,Japan,168,64,false,https://media.api-sports.io/football/players/508070.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,515772,Alex Teixeira,Kabangu Alex,Teixeira,2007-02-25,,France,France,,,false,https://media.api-sports.io/football/players/515772.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,673857,D. Ouziad,,,,,,,,,false,https://media.api-sports.io/football/players/673857.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,8777,A. Touba,Ahmed,Touba,1998-03-13,Roubaix,France,Algeria,190,81,false,https://media.api-sports.io/football/players/8777.png,2026-09-18T18:22:04Z,api-football:/players?team&season
111,Le Havre,2026,957,D. Sow,Mohameth Djibril Ibrahima,Sow,1997-02-06,Zürich,Switzerland,Switzerland,183,76,false,https://media.api-sports.io/football/players/957.png,2026-09-18T18:22:04Z,api-football:/players?team&season
114,Paris FC,2026,174881,M. Mbow,Mamadou Moustapha,Mbow,2000-03-08,Guédiawaye,Senegal,Senegal,192,74,false,https://media.api-sports.io/football/players/174881.png,2026-09-18T18:22:04Z,api-football:/players?team&season
