team_id,team_name,combo_type,position_group,member_ids,member_names,member_count,co_starts,co_points_mean,co_goal_diff_mean,member_baseline_points_mean,member_baseline_goal_diff_mean,points_delta_vs_member_baseline,goal_diff_delta_vs_member_baseline,eligible,association_direction,anti_synergy_candidate,sample_reason,causal_claim,temporal_authority,research_only,creates_signal,probability_mutation,eligibility_mutation,stake_changes
1393,Union St. Gilloise,PAIR,,127414|455438,A. Ait El Hadj|M. Giger,2,2,3.0,2.5,2.708,2.042,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,127414|5967,A. Ait El Hadj|K. Mac Allister,2,11,2.364,1.545,2.417,1.583,-0.053,-0.038,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,127414|8641,A. Ait El Hadj|A. Castro-Montes,2,2,1.0,0.0,1.708,0.792,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,127414|8680,A. Ait El Hadj|C. Vanhoutte,2,5,2.2,1.8,2.308,1.692,-0.108,0.108,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,127414|8939,A. Ait El Hadj|R. Schoofs,2,1,3.0,2.0,2.708,1.792,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|19850,M. Rasmussen|C. Burgess,2,4,3.0,1.75,2.682,1.482,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|20176,M. Rasmussen|R. Sykes,2,3,3.0,1.667,3.0,2.05,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|203456,M. Rasmussen|O. Niang,2,5,3.0,1.6,2.792,1.675,0.208,-0.075,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|270201,M. Rasmussen|R. Florucz,2,4,3.0,1.75,2.722,1.633,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|271875,M. Rasmussen|L. Patris,2,1,3.0,2.0,3.0,1.8,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|290546,M. Rasmussen|F. Leysen,2,4,3.0,1.5,2.65,1.5,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|313353,M. Rasmussen|P. David,2,4,3.0,1.5,2.833,1.467,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|338735,M. Rasmussen|A. Khalaili,2,4,3.0,1.5,2.773,1.664,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|361966,M. Rasmussen|K. Rodriguez,2,2,3.0,1.5,2.611,1.578,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|37276,M. Rasmussen|K. Scherpen,2,5,3.0,1.6,2.75,1.55,0.25,0.05,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|4408,M. Rasmussen|A. Zorgane,2,5,3.0,1.6,2.773,1.664,0.227,-0.064,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|5967,M. Rasmussen|K. Mac Allister,2,4,3.0,1.5,2.708,1.592,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,15917|8939,M. Rasmussen|R. Schoofs,2,1,3.0,2.0,3.0,1.8,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|19850,V. Chambaere|C. Burgess,2,2,2.0,0.5,2.348,1.682,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|20176,V. Chambaere|R. Sykes,2,1,3.0,5.0,2.667,2.25,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|203456,V. Chambaere|O. Niang,2,3,2.333,2.0,2.458,1.875,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|270201,V. Chambaere|R. Florucz,2,2,3.0,3.0,2.389,1.833,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|290546,V. Chambaere|F. Leysen,2,3,2.333,2.0,2.317,1.7,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|313353,V. Chambaere|P. David,2,1,1.0,0.0,2.5,1.667,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|338735,V. Chambaere|A. Khalaili,2,2,3.0,3.0,2.439,1.864,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|340574,V. Chambaere|K. Van De Perre,2,1,1.0,0.0,2.042,1.5,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|361966,V. Chambaere|K. Rodriguez,2,3,2.333,2.0,2.278,1.778,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|4408,V. Chambaere|A. Zorgane,2,2,3.0,3.0,2.439,1.864,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|5967,V. Chambaere|K. Mac Allister,2,3,2.333,2.0,2.375,1.792,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|8641,V. Chambaere|A. Castro-Montes,2,1,1.0,0.0,1.667,1.0,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,181815|8680,V. Chambaere|C. Vanhoutte,2,3,2.333,2.0,2.267,1.9,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|20176,C. Burgess|R. Sykes,2,4,3.0,2.25,2.682,1.932,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|203456,C. Burgess|O. Niang,2,10,2.5,1.5,2.473,1.557,0.027,-0.057,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|270201,C. Burgess|R. Florucz,2,7,2.286,1.286,2.404,1.515,-0.118,-0.229,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|271875,C. Burgess|L. Patris,2,1,3.0,2.0,2.682,1.682,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|290546,C. Burgess|F. Leysen,2,8,2.125,1.0,2.332,1.382,-0.207,-0.382,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|313353,C. Burgess|P. David,2,5,2.6,1.4,2.515,1.348,0.085,0.052,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|338735,C. Burgess|A. Khalaili,2,9,2.444,1.444,2.455,1.545,-0.01,-0.101,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|340574,C. Burgess|K. Van De Perre,2,4,1.75,1.0,2.057,1.182,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|361966,C. Burgess|K. Rodriguez,2,8,2.125,1.125,2.293,1.46,-0.168,-0.335,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|37276,C. Burgess|K. Scherpen,2,9,2.444,1.556,2.432,1.432,0.013,0.124,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|4408,C. Burgess|A. Zorgane,2,9,2.444,1.444,2.455,1.545,-0.01,-0.101,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|455438,C. Burgess|M. Giger,2,2,3.0,2.5,2.682,1.932,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|5967,C. Burgess|K. Mac Allister,2,10,2.3,1.3,2.39,1.473,-0.09,-0.173,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|8641,C. Burgess|A. Castro-Montes,2,2,1.0,0.0,1.682,0.682,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|8680,C. Burgess|C. Vanhoutte,2,4,2.0,1.0,2.282,1.582,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,19850|8939,C. Burgess|R. Schoofs,2,2,3.0,2.0,2.682,1.682,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|203456,R. Sykes|O. Niang,2,6,3.0,2.5,2.792,2.125,0.208,0.375,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|270201,R. Sykes|R. Florucz,2,4,3.0,2.5,2.722,2.083,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|290546,R. Sykes|F. Leysen,2,3,3.0,2.667,2.65,1.95,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|313353,R. Sykes|P. David,2,3,3.0,1.667,2.833,1.917,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|338735,R. Sykes|A. Khalaili,2,6,3.0,2.5,2.773,2.114,0.227,0.386,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|340574,R. Sykes|K. Van De Perre,2,2,3.0,2.5,2.375,1.75,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|361966,R. Sykes|K. Rodriguez,2,3,3.0,3.333,2.611,2.028,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|37276,R. Sykes|K. Scherpen,2,5,3.0,2.0,2.75,2.0,0.25,0.0,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|4408,R. Sykes|A. Zorgane,2,5,3.0,2.6,2.773,2.114,0.227,0.486,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|455438,R. Sykes|M. Giger,2,2,3.0,2.5,3.0,2.5,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|5967,R. Sykes|K. Mac Allister,2,5,3.0,2.6,2.708,2.042,0.292,0.558,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|8680,R. Sykes|C. Vanhoutte,2,1,3.0,5.0,2.6,2.15,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,20176|8939,R. Sykes|R. Schoofs,2,2,3.0,2.0,3.0,2.25,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|270201,O. Niang|R. Florucz,2,8,2.625,1.875,2.514,1.708,0.111,0.167,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|271875,O. Niang|L. Patris,2,1,3.0,2.0,2.792,1.875,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|290546,O. Niang|F. Leysen,2,9,2.444,1.556,2.442,1.575,0.003,-0.019,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|313353,O. Niang|P. David,2,6,2.667,1.333,2.625,1.542,0.042,-0.208,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|338735,O. Niang|A. Khalaili,2,10,2.7,1.9,2.564,1.739,0.136,0.161,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|340574,O. Niang|K. Van De Perre,2,4,1.75,1.0,2.167,1.375,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|361966,O. Niang|K. Rodriguez,2,8,2.375,1.75,2.403,1.653,-0.028,0.097,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|37276,O. Niang|K. Scherpen,2,9,2.667,1.667,2.542,1.625,0.125,0.042,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|4408,O. Niang|A. Zorgane,2,10,2.7,1.9,2.564,1.739,0.136,0.161,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|455438,O. Niang|M. Giger,2,2,3.0,2.5,2.792,2.125,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|5967,O. Niang|K. Mac Allister,2,11,2.545,1.727,2.5,1.667,0.045,0.061,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|8641,O. Niang|A. Castro-Montes,2,1,1.0,0.0,1.792,0.875,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|8680,O. Niang|C. Vanhoutte,2,4,2.5,2.25,2.392,1.775,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,203456|8939,O. Niang|R. Schoofs,2,2,3.0,2.0,2.792,1.875,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|271875,R. Florucz|L. Patris,2,1,3.0,2.0,2.722,1.833,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|290546,R. Florucz|F. Leysen,2,8,2.375,1.625,2.372,1.533,0.003,0.092,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|313353,R. Florucz|P. David,2,3,3.0,1.667,2.556,1.5,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|338735,R. Florucz|A. Khalaili,2,8,2.375,1.625,2.495,1.697,-0.12,-0.072,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|340574,R. Florucz|K. Van De Perre,2,1,0.0,-1.0,2.097,1.333,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|361966,R. Florucz|K. Rodriguez,2,6,2.167,1.667,2.333,1.611,-0.167,0.056,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|37276,R. Florucz|K. Scherpen,2,7,2.286,1.286,2.472,1.583,-0.187,-0.298,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|4408,R. Florucz|A. Zorgane,2,9,2.444,1.667,2.495,1.697,-0.051,-0.03,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|5967,R. Florucz|K. Mac Allister,2,8,2.375,1.625,2.431,1.625,-0.056,0.0,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|8641,R. Florucz|A. Castro-Montes,2,1,1.0,0.0,1.722,0.833,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|8680,R. Florucz|C. Vanhoutte,2,4,2.5,2.25,2.322,1.733,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,270201|8939,R. Florucz|R. Schoofs,2,1,3.0,2.0,2.722,1.833,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,271875|290546,L. Patris|F. Leysen,2,1,3.0,2.0,2.65,1.7,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,271875|313353,L. Patris|P. David,2,1,3.0,2.0,2.833,1.667,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,271875|37276,L. Patris|K. Scherpen,2,1,3.0,2.0,2.75,1.75,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,PAIR,,271875|4408,L. Patris|A. Zorgane,2,1,3.0,2.0,2.773,1.864,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
