team_id,team_name,combo_type,position_group,member_ids,member_names,member_count,co_starts,co_points_mean,co_goal_diff_mean,member_baseline_points_mean,member_baseline_goal_diff_mean,points_delta_vs_member_baseline,goal_diff_delta_vs_member_baseline,eligible,association_direction,anti_synergy_candidate,sample_reason,causal_claim,temporal_authority,research_only,creates_signal,probability_mutation,eligibility_mutation,stake_changes
1393,Union St. Gilloise,TRIO,,127414|19850|290546,A. Ait El Hadj|C. Burgess|F. Leysen,3,8,2.125,1.0,2.36,1.449,-0.235,-0.449,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|313353,A. Ait El Hadj|C. Burgess|P. David,3,4,2.5,1.25,2.482,1.427,0.018,-0.177,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|338735,A. Ait El Hadj|C. Burgess|A. Khalaili,3,8,2.375,1.375,2.442,1.558,-0.067,-0.183,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|340574,A. Ait El Hadj|C. Burgess|K. Van De Perre,3,4,1.75,1.0,2.177,1.316,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|361966,A. Ait El Hadj|C. Burgess|K. Rodriguez,3,8,2.125,1.125,2.334,1.501,-0.209,-0.376,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|37276,A. Ait El Hadj|C. Burgess|K. Scherpen,3,8,2.375,1.5,2.427,1.482,-0.052,0.018,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|4408,A. Ait El Hadj|C. Burgess|A. Zorgane,3,8,2.375,1.375,2.442,1.558,-0.067,-0.183,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|455438,A. Ait El Hadj|C. Burgess|M. Giger,3,2,3.0,2.5,2.593,1.816,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|5967,A. Ait El Hadj|C. Burgess|K. Mac Allister,3,9,2.222,1.222,2.399,1.51,-0.177,-0.288,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|8641,A. Ait El Hadj|C. Burgess|A. Castro-Montes,3,2,1.0,0.0,1.927,0.982,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|8680,A. Ait El Hadj|C. Burgess|C. Vanhoutte,3,4,2.0,1.0,2.327,1.582,-0.327,-0.582,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|8939,A. Ait El Hadj|C. Burgess|R. Schoofs,3,1,3.0,2.0,2.593,1.649,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|203456,A. Ait El Hadj|R. Sykes|O. Niang,3,5,3.0,2.6,2.667,1.944,0.333,0.656,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|270201,A. Ait El Hadj|R. Sykes|R. Florucz,3,3,3.0,2.667,2.62,1.917,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|290546,A. Ait El Hadj|R. Sykes|F. Leysen,3,3,3.0,2.667,2.572,1.828,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|313353,A. Ait El Hadj|R. Sykes|P. David,3,2,3.0,1.5,2.694,1.806,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|338735,A. Ait El Hadj|R. Sykes|A. Khalaili,3,5,3.0,2.6,2.654,1.937,0.346,0.663,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|340574,A. Ait El Hadj|R. Sykes|K. Van De Perre,3,2,3.0,2.5,2.389,1.694,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|361966,A. Ait El Hadj|R. Sykes|K. Rodriguez,3,3,3.0,3.333,2.546,1.88,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|37276,A. Ait El Hadj|R. Sykes|K. Scherpen,3,4,3.0,2.0,2.639,1.861,0.361,0.139,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|4408,A. Ait El Hadj|R. Sykes|A. Zorgane,3,4,3.0,2.75,2.654,1.937,0.346,0.813,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|455438,A. Ait El Hadj|R. Sykes|M. Giger,3,2,3.0,2.5,2.806,2.194,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|5967,A. Ait El Hadj|R. Sykes|K. Mac Allister,3,4,3.0,2.75,2.611,1.889,0.389,0.861,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|8680,A. Ait El Hadj|R. Sykes|C. Vanhoutte,3,1,3.0,5.0,2.539,1.961,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|20176|8939,A. Ait El Hadj|R. Sykes|R. Schoofs,3,1,3.0,2.0,2.806,2.028,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|270201,A. Ait El Hadj|O. Niang|R. Florucz,3,7,2.571,1.857,2.481,1.667,0.09,0.19,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|271875,A. Ait El Hadj|O. Niang|L. Patris,3,1,3.0,2.0,2.667,1.778,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|290546,A. Ait El Hadj|O. Niang|F. Leysen,3,9,2.444,1.556,2.433,1.578,0.011,-0.022,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|313353,A. Ait El Hadj|O. Niang|P. David,3,5,2.6,1.2,2.556,1.556,0.044,-0.356,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|338735,A. Ait El Hadj|O. Niang|A. Khalaili,3,9,2.667,1.889,2.515,1.687,0.152,0.202,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|340574,A. Ait El Hadj|O. Niang|K. Van De Perre,3,4,1.75,1.0,2.25,1.444,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_4_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|361966,A. Ait El Hadj|O. Niang|K. Rodriguez,3,8,2.375,1.75,2.407,1.63,-0.032,0.12,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|37276,A. Ait El Hadj|O. Niang|K. Scherpen,3,8,2.625,1.625,2.5,1.611,0.125,0.014,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|4408,A. Ait El Hadj|O. Niang|A. Zorgane,3,9,2.667,1.889,2.515,1.687,0.152,0.202,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|455438,A. Ait El Hadj|O. Niang|M. Giger,3,2,3.0,2.5,2.667,1.944,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|5967,A. Ait El Hadj|O. Niang|K. Mac Allister,3,10,2.5,1.7,2.472,1.639,0.028,0.061,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|8641,A. Ait El Hadj|O. Niang|A. Castro-Montes,3,1,1.0,0.0,2.0,1.111,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|8680,A. Ait El Hadj|O. Niang|C. Vanhoutte,3,4,2.5,2.25,2.4,1.711,0.1,0.539,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|203456|8939,A. Ait El Hadj|O. Niang|R. Schoofs,3,1,3.0,2.0,2.667,1.778,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|271875,A. Ait El Hadj|R. Florucz|L. Patris,3,1,3.0,2.0,2.62,1.75,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|290546,A. Ait El Hadj|R. Florucz|F. Leysen,3,8,2.375,1.625,2.387,1.55,-0.012,0.075,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|313353,A. Ait El Hadj|R. Florucz|P. David,3,2,3.0,1.5,2.509,1.528,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|338735,A. Ait El Hadj|R. Florucz|A. Khalaili,3,7,2.286,1.571,2.469,1.659,-0.183,-0.088,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|340574,A. Ait El Hadj|R. Florucz|K. Van De Perre,3,1,0.0,-1.0,2.204,1.417,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|361966,A. Ait El Hadj|R. Florucz|K. Rodriguez,3,6,2.167,1.667,2.361,1.602,-0.194,0.065,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|37276,A. Ait El Hadj|R. Florucz|K. Scherpen,3,6,2.167,1.167,2.454,1.583,-0.287,-0.417,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|4408,A. Ait El Hadj|R. Florucz|A. Zorgane,3,8,2.375,1.625,2.469,1.659,-0.094,-0.034,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|5967,A. Ait El Hadj|R. Florucz|K. Mac Allister,3,7,2.286,1.571,2.426,1.611,-0.14,-0.04,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|8641,A. Ait El Hadj|R. Florucz|A. Castro-Montes,3,1,1.0,0.0,1.954,1.083,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|270201|8680,A. Ait El Hadj|R. Florucz|C. Vanhoutte,3,4,2.5,2.25,2.354,1.683,0.146,0.567,true,POSITIVE,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|271875|290546,A. Ait El Hadj|L. Patris|F. Leysen,3,1,3.0,2.0,2.572,1.661,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|271875|313353,A. Ait El Hadj|L. Patris|P. David,3,1,3.0,2.0,2.694,1.639,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|271875|37276,A. Ait El Hadj|L. Patris|K. Scherpen,3,1,3.0,2.0,2.639,1.694,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|271875|4408,A. Ait El Hadj|L. Patris|A. Zorgane,3,1,3.0,2.0,2.654,1.77,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|271875|5967,A. Ait El Hadj|L. Patris|K. Mac Allister,3,1,3.0,2.0,2.611,1.722,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|313353,A. Ait El Hadj|F. Leysen|P. David,3,4,2.5,1.0,2.461,1.439,0.039,-0.439,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|338735,A. Ait El Hadj|F. Leysen|A. Khalaili,3,8,2.375,1.5,2.421,1.57,-0.046,-0.07,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|340574,A. Ait El Hadj|F. Leysen|K. Van De Perre,3,2,0.5,-0.5,2.156,1.328,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|361966,A. Ait El Hadj|F. Leysen|K. Rodriguez,3,8,2.125,1.375,2.313,1.513,-0.188,-0.138,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|37276,A. Ait El Hadj|F. Leysen|K. Scherpen,3,7,2.286,1.143,2.406,1.494,-0.12,-0.352,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|4408,A. Ait El Hadj|F. Leysen|A. Zorgane,3,9,2.444,1.556,2.421,1.57,0.024,-0.015,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|5967,A. Ait El Hadj|F. Leysen|K. Mac Allister,3,9,2.222,1.333,2.378,1.522,-0.156,-0.189,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|8641,A. Ait El Hadj|F. Leysen|A. Castro-Montes,3,2,1.0,0.0,1.906,0.994,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|290546|8680,A. Ait El Hadj|F. Leysen|C. Vanhoutte,3,5,2.2,1.8,2.306,1.594,-0.106,0.206,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|313353|338735,A. Ait El Hadj|P. David|A. Khalaili,3,3,3.0,1.333,2.543,1.548,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|313353|340574,A. Ait El Hadj|P. David|K. Van De Perre,3,2,2.0,1.0,2.278,1.306,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
