team_id,team_name,fixture_id,kickoff_utc,previous_fixture_id,previous_kickoff_utc,current_xi_count,previous_xi_count,retained_starters,changed_in_count,changed_out_count,changed_in_player_ids_json,changed_out_player_ids_json,xi_stability_pct,quality_delta,quality_delta_status,temporal_authority,prematch_known,research_only
1393,Union St. Gilloise,1382445,2025-08-09T18:45:00+00:00,1382440,2025-08-03T16:30:00+00:00,11,11,10,1,1,"[""19850""]","[""20176""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
631,Gent,1382445,2025-08-09T18:45:00+00:00,1382437,2025-08-02T18:45:00+00:00,11,11,9,2,2,"[""37639"", ""60353""]","[""291024"", ""299972""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
5902,RAAL La Louvière,1382446,2025-08-10T11:30:00+00:00,1382437,2025-08-02T18:45:00+00:00,11,11,8,3,3,"[""125617"", ""179402"", ""281727""]","[""128309"", ""180470"", ""335057""]",72.727,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
736,Charleroi,1382446,2025-08-10T11:30:00+00:00,1382441,2025-08-03T17:15:00+00:00,11,11,6,5,5,"[""108064"", ""180466"", ""263228"", ""276554"", ""317979""]","[""109771"", ""162767"", ""19059"", ""264122"", ""347652""]",54.545,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
554,Anderlecht,1382447,2025-08-10T14:00:00+00:00,1382439,2025-08-03T14:00:00+00:00,11,11,7,4,4,"[""2852"", ""294824"", ""371910"", ""550""]","[""175415"", ""315615"", ""38745"", ""6490""]",63.636,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
600,Zulte Waregem,1382447,2025-08-10T14:00:00+00:00,1382435,2025-08-02T14:00:00+00:00,11,11,7,4,4,"[""272239"", ""275367"", ""337946"", ""3915""]","[""157231"", ""294856"", ""395617"", ""89""]",63.636,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1025,Wolfsberger AC,1390035,2025-08-10T15:00:00+00:00,1390028,2025-08-02T15:00:00+00:00,11,11,8,3,3,"[""169339"", ""25163"", ""460141""]","[""263055"", ""388753"", ""7597""]",72.727,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1026,Lask Linz,1390036,2025-08-10T15:00:00+00:00,1390027,2025-08-01T18:30:00+00:00,11,11,10,1,1,"[""162718""]","[""478441""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1398,WSG Wattens,1390036,2025-08-10T15:00:00+00:00,1399967,2025-08-02T15:00:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
601,Austria Vienna,1390035,2025-08-10T15:00:00+00:00,1390030,2025-08-03T15:00:00+00:00,11,11,7,4,4,"[""202894"", ""224669"", ""25326"", ""7139""]","[""136154"", ""25306"", ""7531"", ""968""]",63.636,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
637,Sturm Graz,1390037,2025-08-10T15:00:00+00:00,1390027,2025-08-01T18:30:00+00:00,11,11,9,2,2,"[""15843"", ""7719""]","[""280091"", ""328258""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
781,Rapid Vienna,1390037,2025-08-10T15:00:00+00:00,1390031,2025-08-03T15:00:00+00:00,11,11,10,1,1,"[""20864""]","[""46160""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
733,Standard Liege,1382448,2025-08-10T16:30:00+00:00,1382436,2025-08-02T16:15:00+00:00,11,11,9,2,2,"[""15862"", ""321747""]","[""30751"", ""37892""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
742,Genk,1382448,2025-08-10T16:30:00+00:00,1382438,2025-08-03T11:30:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
260,OH Leuven,1382449,2025-08-10T17:15:00+00:00,1382440,2025-08-03T16:30:00+00:00,11,11,8,3,3,"[""156618"", ""322879"", ""483115""]","[""19509"", ""2108"", ""23975""]",72.727,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
740,Antwerp,1382449,2025-08-10T17:15:00+00:00,1382438,2025-08-03T11:30:00+00:00,11,11,10,1,1,"[""404352""]","[""418320""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
260,OH Leuven,1382450,2025-08-15T18:45:00+00:00,1382449,2025-08-10T17:15:00+00:00,11,11,10,1,1,"[""187947""]","[""8487""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
742,Genk,1382450,2025-08-15T18:45:00+00:00,1382448,2025-08-10T16:30:00+00:00,11,11,9,2,2,"[""203458"", ""380780""]","[""287790"", ""380647""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
569,Club Brugge KV,1382451,2025-08-16T14:00:00+00:00,1382443,2025-08-09T14:00:00+00:00,11,11,9,2,2,"[""287923"", ""38124""]","[""271276"", ""39291""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
600,Zulte Waregem,1382451,2025-08-16T14:00:00+00:00,1382447,2025-08-10T14:00:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1072,TSV Hartberg,1390038,2025-08-16T15:00:00+00:00,1390032,2025-08-09T15:00:00+00:00,11,11,10,1,1,"[""7260""]","[""151837""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1398,WSG Wattens,1390039,2025-08-16T15:00:00+00:00,1390036,2025-08-10T15:00:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
4256,Grazer AK,1390039,2025-08-16T15:00:00+00:00,1390034,2025-08-09T17:30:00+00:00,11,11,9,2,2,"[""348014"", ""50760""]","[""120495"", ""280431""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
